tile_id,year,dayOrNight,total_quality,max_quality,image_count,month_count,distribution_quality,distribution_balance
002025,1983,day,0.55,0.55,1,1,0.04583333333333334,-1
002026,1983,day,1.98,0.99,2,1,0.0825,-1
002027,1983,day,1.96,0.98,2,1,0.08166666666666667,-1
002028,1983,day,1.96,0.98,2,1,0.08166666666666667,-1
003025,1983,day,0.24,0.12,2,1,0.01,-1
003026,1983,day,0.7466666666666667,0.37333333333333335,2,1,0.031111111111111114,-1
003027,1983,day,1.0733333333333333,0.5366666666666666,2,1,0.04472222222222222,-1
005023,1983,day,0.7233333333333333,0.7233333333333333,1,1,0.06027777777777777,-1
005024,1983,day,0.6699999999999999,0.6699999999999999,1,1,0.055833333333333325,-1
005025,1983,day,0.4511111111111112,0.2255555555555556,2,1,0.0187962962962963,-1
005026,1983,day,0.10000000000000007,0.05000000000000004,2,1,0.00416666666666667,-1
005027,1983,day,0.46666666666666673,0.23333333333333336,2,1,0.019444444444444448,-1
005028,1983,day,0.94,0.47,2,1,0.03916666666666666,-1
006022,1983,day,0.84,0.84,1,1,0.06999999999999999,-1
006023,1983,day,0.72,0.72,1,1,0.06,-1
006024,1983,day,0.98,0.98,1,1,0.08166666666666667,-1
006025,1983,day,0.31000000000000005,0.31000000000000005,1,1,0.025833333333333337,-1
006026,1983,day,0.22,0.11,2,1,0.009166666666666667,-1
007025,1983,day,0.02,0.01,2,1,8.333333333333334e-4,-1
007026,1983,day,0.06000000000000004,0.03000000000000002,2,1,0.002500000000000002,-1
007027,1983,day,0.72,0.36,2,1,0.03,-1
007028,1983,day,0.1200000000000001,0.06000000000000005,2,1,0.0050000000000000044,-1
007029,1983,day,0.6200000000000001,0.31000000000000005,2,1,0.025833333333333337,-1
008021,1983,day,1.028888888888889,0.92,2,1,0.07666666666666667,-1
008022,1983,day,1.6444444444444444,0.96,2,1,0.08,-1
008023,1983,day,1.6744444444444444,0.99,2,1,0.0825,-1
008024,1983,day,2.75,0.99,3,1,0.0825,-1
008025,1983,day,2.27,0.77,3,1,0.06416666666666666,-1
008026,1983,day,2.6844444444444444,0.79,4,1,0.06583333333333334,-1
008027,1983,day,0.01555555555555556,0.00777777777777778,2,1,6.481481481481483e-4,-1
008028,1983,day,0.8799999999999999,0.43999999999999995,2,1,0.03666666666666666,-1
008029,1983,day,1.5,0.75,2,1,0.0625,-1
008030,1983,day,1.46,0.73,2,1,0.06083333333333333,-1
009021,1983,day,0.97,0.97,1,1,0.08083333333333333,-1
009022,1983,day,1,1,1,1,0.08333333333333333,-1
009023,1983,day,1.98,0.99,2,1,0.0825,-1
009024,1983,day,1.96,0.98,2,1,0.08166666666666667,-1
009025,1983,day,1.92,0.96,2,1,0.08,-1
009026,1983,day,1.62,0.81,2,1,0.0675,-1
009027,1983,day,1.88,0.94,2,1,0.07833333333333332,-1
009028,1983,day,2,1,2,1,0.08333333333333333,-1
009029,1983,day,1.5,0.75,2,1,0.0625,-1
009030,1983,day,0.15999999999999992,0.07999999999999996,2,1,0.006666666666666664,-1
010019,1983,day,0.06999999999999995,0.06999999999999995,1,1,0.005833333333333329,-1
011019,1983,day,1.24,0.96,3,2,0.09166666666666667,-1
011020,1983,day,1.58,0.94,2,1,0.07833333333333332,-1
011021,1983,day,1.91,0.96,2,1,0.08,-1
011022,1983,day,0.95,0.95,1,1,0.07916666666666666,-1
011023,1983,day,2.68,0.92,3,1,0.07666666666666667,-1
011024,1983,day,1.72,0.96,3,1,0.08,-1
011025,1983,day,1.97,0.99,3,1,0.0825,-1
011026,1983,day,1.68,0.6799999999999999,4,1,0.056666666666666664,-1
011027,1983,day,2.84,0.94,6,2,0.11083333333333334,-1
011028,1983,day,3.9,0.99,6,2,0.16,-1
011029,1983,day,3.96,0.98,6,2,0.1625,-1
011030,1983,day,3.98,1,4,2,0.16583333333333333,-1
011031,1983,day,3.32,0.95,4,2,0.13833333333333334,-1
012019,1983,day,0.99,0.75,2,2,0.0825,-1
012020,1983,day,0.99,0.99,1,1,0.0825,-1
012021,1983,day,1.45,1,2,2,0.12083333333333333,-1
012022,1983,day,2.1,0.98,3,2,0.12833333333333333,-1
012023,1983,day,2.55,0.89,3,2,0.14333333333333334,-1
012024,1983,day,2.36,0.88,3,2,0.12333333333333334,-1
012025,1983,day,1.68,0.84,2,1,0.06999999999999999,-1
012026,1983,day,0.5800000000000001,0.29000000000000004,2,1,0.02416666666666667,-1
012027,1983,day,0.24,0.12,2,1,0.01,-1
012028,1983,day,0.08000000000000006,0.04000000000000003,2,1,0.0033333333333333357,-1
012029,1983,day,0.6599999999999999,0.23,4,2,0.027499999999999997,-1
012030,1983,day,3.22,0.81,4,2,0.13416666666666668,-1
012031,1983,day,1.56,0.78,2,1,0.065,-1
012032,1983,day,0.060000000000000026,0.02000000000000001,4,2,0.002500000000000001,-1
012042,1983,day,2.26,1,4,2,0.09416666666666666,-1
012043,1983,day,0.19999999999999996,0.09999999999999998,2,1,0.008333333333333331,-1
013018,1983,day,0.61,0.61,1,1,0.050833333333333335,-1
013020,1983,day,1.96,0.99,2,1,0.0825,-1
013021,1983,day,1.98,1,2,1,0.08333333333333333,-1
013022,1983,day,1.19,0.99,2,1,0.0825,-1
013023,1983,day,1.13,0.78,2,1,0.065,-1
013024,1983,day,0.8600000000000002,0.4300000000000001,2,1,0.03583333333333334,-1
013025,1983,day,1.26,0.63,2,1,0.0525,-1
013026,1983,day,1.22,0.61,2,1,0.050833333333333335,-1
013029,1983,day,0.46,0.23,2,1,0.01916666666666667,-1
013030,1983,day,0.6800000000000002,0.17000000000000004,4,2,0.02833333333333334,-1
013031,1983,day,0.6200000000000001,0.31000000000000005,2,1,0.025833333333333337,-1
013032,1983,day,0.6000000000000001,0.30000000000000004,2,1,0.025000000000000005,-1
013033,1983,day,1.92,0.96,2,1,0.08,-1
013034,1983,day,2,1,2,1,0.08333333333333333,-1
013035,1983,day,1.98,0.99,2,1,0.0825,-1
013036,1983,day,1.98,0.99,2,1,0.0825,-1
014018,1983,day,0.47,0.47,1,1,0.03916666666666666,-1
014019,1983,day,0.86,0.86,1,1,0.07166666666666667,-1
014020,1983,day,1.98,0.99,2,1,0.0825,-1
014021,1983,day,1.98,0.99,2,1,0.0825,-1
014022,1983,day,0.99,0.99,1,1,0.0825,-1
014023,1983,day,0.93,0.93,1,1,0.0775,-1
014024,1983,day,0.98,0.98,1,1,0.08166666666666667,-1
014025,1983,day,1.3199999999999998,0.6599999999999999,2,1,0.05499999999999999,-1
014026,1983,day,1.02,0.51,2,1,0.0425,-1
014027,1983,day,0.24,0.12,2,1,0.01,-1
014028,1983,day,0.6200000000000001,0.31000000000000005,2,1,0.025833333333333337,-1
014029,1983,day,1.3599999999999999,0.6799999999999999,2,1,0.056666666666666664,-1
014030,1983,day,1.48,0.73,4,1,0.06083333333333333,-1
014031,1983,day,1.9,0.87,4,1,0.0725,-1
014032,1983,day,1.1,0.52,4,1,0.043333333333333335,-1
014033,1983,day,1.6400000000000001,0.5900000000000001,4,1,0.04916666666666667,-1
014034,1983,day,3.2,0.97,4,1,0.08083333333333333,-1
014035,1983,day,3.64,1,4,1,0.08333333333333333,-1
014036,1983,day,2.4,1,4,1,0.08333333333333333,-1
014041,1983,day,3.6799999999999997,1,4,1,0.08333333333333333,-1
014042,1983,day,3.7199999999999998,1,4,1,0.08333333333333333,-1
014043,1983,day,3.98,1,4,1,0.08333333333333333,-1
014044,1983,day,1.58,0.79,2,1,0.06583333333333334,-1
015019,1983,day,0.98,0.98,1,1,0.08166666666666667,-1
015020,1983,day,2.94,0.99,3,2,0.1625,-1
015021,1983,day,2.96,0.99,3,2,0.16416666666666666,-1
015022,1983,day,1.96,0.98,2,1,0.08166666666666667,-1
015023,1983,day,2.06,0.87,3,2,0.09916666666666667,-1
015024,1983,day,1.77,0.86,3,2,0.07583333333333334,-1
015025,1983,day,2.582222222222222,0.91,3,2,0.13935185185185187,-1
015026,1983,day,2.1,0.99,4,2,0.08750000000000001,-1
015027,1983,day,1.6,0.8,2,1,0.06666666666666667,-1
015028,1983,day,3.1799999999999997,0.85,4,2,0.13249999999999998,-1
015029,1983,day,2.88,0.99,4,2,0.12,-1
015030,1983,day,3.42,1,4,1,0.08333333333333333,-1
015031,1983,day,3.6399999999999997,0.97,4,1,0.08083333333333333,-1
015032,1983,day,2.04,0.97,4,1,0.08083333333333333,-1
015033,1983,day,3.04,1,4,1,0.08333333333333333,-1
015034,1983,day,2.06,0.55,4,1,0.04583333333333334,-1
015035,1983,day,1.22,0.5,4,1,0.041666666666666664,-1
015036,1983,day,1.02,0.51,2,1,0.0425,-1
015037,1983,day,1.84,0.92,2,1,0.07666666666666667,-1
015040,1983,day,1.9600000000000002,0.8200000000000001,4,1,0.06833333333333334,-1
015041,1983,day,1.3399999999999999,0.31999999999999995,6,2,0.049999999999999996,-1
015042,1983,day,2.48,0.6599999999999999,4,2,0.10333333333333333,-1
015043,1983,day,3.62,0.97,6,2,0.145,-1
016017,1983,day,0.13,0.13,1,1,0.010833333333333334,-1
016018,1983,day,0.45,0.45,1,1,0.0375,-1
016019,1983,day,0.89,0.89,1,1,0.07416666666666667,-1
016020,1983,day,0.99,0.99,1,1,0.0825,-1
016021,1983,day,1,1,1,1,0.08333333333333333,-1
016022,1983,day,0.93,0.93,1,1,0.0775,-1
016023,1983,day,1.6,0.8,2,1,0.06666666666666667,-1
016024,1983,day,1.54,0.77,2,1,0.06416666666666666,-1
016025,1983,day,0.8,0.4,2,1,0.03333333333333333,-1
016027,1983,day,0.41999999999999993,0.20999999999999996,2,1,0.017499999999999998,-1
016028,1983,day,1.46,0.73,2,1,0.06083333333333333,-1
016029,1983,day,1.76,0.88,2,1,0.07333333333333333,-1
016030,1983,day,0.6599999999999999,0.32999999999999996,2,1,0.027499999999999997,-1
016032,1983,day,0.48,0.24,2,1,0.02,-1
016033,1983,day,0.94,0.47,2,1,0.03916666666666666,-1
016034,1983,day,1.3599999999999999,0.6799999999999999,2,1,0.056666666666666664,-1
016035,1983,day,1.42,0.71,2,1,0.059166666666666666,-1
016036,1983,day,1,0.5,2,1,0.041666666666666664,-1
016037,1983,day,0.48,0.24,2,1,0.02,-1
016041,1983,day,0.3799999999999999,0.18999999999999995,2,1,0.015833333333333328,-1
016042,1983,day,0.04000000000000002,0.02000000000000001,2,1,0.0016666666666666676,-1
017019,1983,day,1,1,1,1,0.08333333333333333,-1
017020,1983,day,1.97,1,2,2,0.16416666666666666,-1
017021,1983,day,2.8600000000000003,1,3,2,0.16083333333333336,-1
017022,1983,day,2.9,1,3,2,0.1625,-1
017023,1983,day,2.8,1,3,2,0.15833333333333333,-1
017024,1983,day,3.7199999999999998,1,4,2,0.155,-1
017025,1983,day,3.56,0.99,4,2,0.14833333333333334,-1
017026,1983,day,3.62,1,4,2,0.15083333333333335,-1
017027,1983,day,3.3,1,4,2,0.13749999999999998,-1
017028,1983,day,2,1,2,1,0.08333333333333333,-1
017029,1983,day,1.98,0.99,2,1,0.0825,-1
017030,1983,day,0.84,0.42,2,1,0.034999999999999996,-1
017031,1983,day,1.42,0.71,2,1,0.059166666666666666,-1
017032,1983,day,1.56,0.75,4,2,0.065,-1
017033,1983,day,1.48,0.61,4,2,0.06166666666666667,-1
017034,1983,day,2.12,0.81,4,2,0.08833333333333333,-1
017035,1983,day,2.94,0.94,4,2,0.1225,-1
017036,1983,day,4,1,4,2,0.16666666666666666,-1
017037,1983,day,4,1,4,2,0.16666666666666666,-1
017038,1983,day,3.9,1,4,2,0.1625,-1
017039,1983,day,2.92,0.75,4,2,0.12166666666666666,-1
017040,1983,day,2.44,0.6799999999999999,4,2,0.10166666666666667,-1
017041,1983,day,0.8,0.27,4,2,0.03333333333333333,-1
018018,1983,day,0.94,0.94,1,1,0.07833333333333332,-1
018019,1983,day,0.88,0.88,1,1,0.07333333333333333,-1
018020,1983,day,0.97,0.97,1,1,0.08083333333333333,-1
018021,1983,day,1,1,1,1,0.08333333333333333,-1
018022,1983,day,0.99,0.99,1,1,0.0825,-1
018024,1983,day,1.44,0.72,2,1,0.06,-1
018025,1983,day,1.9,0.84,3,1,0.06999999999999999,-1
018026,1983,day,1.62,0.81,2,1,0.0675,-1
018027,1983,day,1.94,0.97,2,1,0.08083333333333333,-1
018028,1983,day,1.98,0.99,2,1,0.0825,-1
018029,1983,day,1.76,0.88,2,1,0.07333333333333333,-1
018035,1983,day,0.98,0.49,2,1,0.04083333333333333,-1
018036,1983,day,1.82,0.91,2,1,0.07583333333333334,-1
018037,1983,day,1.86,0.93,2,1,0.0775,-1
018038,1983,day,1.3199999999999998,0.6599999999999999,2,1,0.05499999999999999,-1
018039,1983,day,0.3999999999999999,0.19999999999999996,2,1,0.016666666666666663,-1
019017,1983,day,0.91,0.91,1,1,0.07583333333333334,-1
019018,1983,day,1,1,1,1,0.08333333333333333,-1
019019,1983,day,0.96,0.96,1,1,0.08,-1
019020,1983,day,1.5899999999999999,0.97,2,2,0.13249999999999998,-1
019021,1983,day,3.02,0.98,4,2,0.1625,-1
019022,1983,day,3.2800000000000002,1,4,2,0.165,-1
019023,1983,day,1.78,0.77,3,2,0.08416666666666667,-1
019024,1983,day,1.6600000000000001,0.74,3,2,0.07666666666666667,-1
019027,1983,day,1.8399999999999999,0.83,4,1,0.06916666666666667,-1
019028,1983,day,1.76,0.88,2,1,0.07333333333333333,-1
019029,1983,day,0.04000000000000002,0.02000000000000001,2,1,0.0016666666666666676,-1
019030,1983,day,1.76,0.77,4,1,0.06416666666666666,-1
019031,1983,day,2.1,1,4,1,0.08333333333333333,-1
019032,1983,day,2,1,2,1,0.08333333333333333,-1
019033,1983,day,2,1,2,1,0.08333333333333333,-1
019034,1983,day,2.48,0.9,6,2,0.09916666666666667,-1
019035,1983,day,2.2600000000000002,0.54,6,2,0.08333333333333333,-1
019036,1983,day,3.08,1,4,2,0.12833333333333333,-1
019037,1983,day,3.46,1,4,2,0.14416666666666667,-1
019038,1983,day,3.36,1,4,2,0.13999999999999999,-1
019039,1983,day,2.98,1,4,2,0.12416666666666666,-1
020016,1983,day,0.7,0.7,1,1,0.05833333333333333,-1
020017,1983,day,0.74,0.74,1,1,0.06166666666666667,-1
020018,1983,day,1,1,1,1,0.08333333333333333,-1
020019,1983,day,1,1,1,1,0.08333333333333333,-1
020020,1983,day,1.92,0.96,2,1,0.08,-1
020021,1983,day,2.7800000000000002,0.94,3,2,0.155,-1
020022,1983,day,2.94,0.98,3,2,0.16333333333333333,-1
020023,1983,day,2.8,0.95,3,2,0.15416666666666667,-1
020024,1983,day,3.27,1,5,2,0.16416666666666666,-1
020025,1983,day,2.89,0.99,3,2,0.15833333333333333,-1
020026,1983,day,3.84,0.98,4,2,0.16,-1
020027,1983,day,3.94,0.99,4,2,0.16416666666666666,-1
020028,1983,day,4,1,4,2,0.16666666666666666,-1
020029,1983,day,0.8999999999999999,0.38,4,2,0.0375,-1
020030,1983,day,0.28,0.14,2,1,0.011666666666666667,-1
020038,1983,day,1.1600000000000001,0.42,4,2,0.04833333333333334,-1
020039,1983,day,3.04,1,4,2,0.12666666666666668,-1
021018,1983,day,0.98,0.98,1,1,0.08166666666666667,-1
021019,1983,day,0.99,0.99,1,1,0.0825,-1
021020,1983,day,0.93,0.55,2,1,0.04583333333333334,-1
021021,1983,day,1.76,0.88,2,1,0.07333333333333333,-1
021022,1983,day,2.02,0.92,3,1,0.07666666666666667,-1
021023,1983,day,0.52,0.25,3,1,0.020833333333333332,-1
021024,1983,day,2.7800000000000002,0.99,3,1,0.0825,-1
021025,1983,day,3.7,0.97,4,1,0.08083333333333333,-1
021026,1983,day,3.96,1,4,1,0.08333333333333333,-1
021027,1983,day,3.8200000000000003,1,4,1,0.08333333333333333,-1
021028,1983,day,2.4,1,4,1,0.08333333333333333,-1
021029,1983,day,1.38,0.69,2,1,0.057499999999999996,-1
021030,1983,day,0.92,0.46,2,1,0.03833333333333334,-1
021031,1983,day,0.3999999999999999,0.19999999999999996,2,1,0.016666666666666663,-1
021032,1983,day,0.17999999999999994,0.08999999999999997,2,1,0.007499999999999997,-1
021033,1983,day,0.92,0.46,2,1,0.03833333333333334,-1
021034,1983,day,0.6399999999999999,0.31999999999999995,2,1,0.02666666666666666,-1
021035,1983,day,0.8,0.4,2,1,0.03333333333333333,-1
021036,1983,day,0.9199999999999999,0.27,4,1,0.022500000000000003,-1
021037,1983,day,2.24,0.99,4,1,0.0825,-1
021038,1983,day,1.94,0.97,2,1,0.08083333333333333,-1
021039,1983,day,1.96,0.98,2,1,0.08166666666666667,-1
021040,1983,day,2.22,1,4,1,0.08333333333333333,-1
022013,1983,day,0.98,0.98,1,1,0.08166666666666667,-1
022014,1983,day,0.97,0.97,1,1,0.08083333333333333,-1
022015,1983,day,0.94,0.94,1,1,0.07833333333333332,-1
022016,1983,day,0.8,0.8,1,1,0.06666666666666667,-1
022017,1983,day,0.91,0.91,1,1,0.07583333333333334,-1
022018,1983,day,0.51,0.51,1,1,0.0425,-1
022023,1983,day,1.04,0.9,2,1,0.075,-1
022024,1983,day,1.62,0.9,3,1,0.075,-1
022025,1983,day,1.52,0.76,2,1,0.06333333333333334,-1
022026,1983,day,2,1,2,1,0.08333333333333333,-1
022027,1983,day,1.72,0.86,2,1,0.07166666666666667,-1
022028,1983,day,0.22,0.11,2,1,0.009166666666666667,-1
022029,1983,day,1.22,0.61,2,1,0.050833333333333335,-1
022030,1983,day,1.76,0.88,2,1,0.07333333333333333,-1
022031,1983,day,1.56,0.78,2,1,0.065,-1
022032,1983,day,1.94,0.89,4,1,0.07416666666666667,-1
022033,1983,day,1.3199999999999998,0.6599999999999999,2,1,0.05499999999999999,-1
022034,1983,day,1.48,0.74,2,1,0.06166666666666667,-1
022035,1983,day,1.9,0.95,2,1,0.07916666666666666,-1
022036,1983,day,1.74,0.87,2,1,0.0725,-1
022037,1983,day,1.96,0.98,2,1,0.08166666666666667,-1
022038,1983,day,1.9,0.95,2,1,0.07916666666666666,-1
022039,1983,day,2.12,0.98,4,1,0.08166666666666667,-1
022040,1983,day,2.2800000000000002,0.96,4,1,0.08,-1
023013,1983,day,0.77,0.77,1,1,0.06416666666666666,-1
023014,1983,day,0.02000000000000001,0.02000000000000001,1,1,0.0016666666666666676,-1
023015,1983,day,0.5900000000000001,0.5900000000000001,1,1,0.04916666666666667,-1
023016,1983,day,1,1,1,1,0.08333333333333333,-1
023017,1983,day,0.28,0.28,1,1,0.023333333333333334,-1
023018,1983,day,0.18999999999999995,0.18999999999999995,1,1,0.015833333333333328,-1
023021,1983,day,1.18,0.95,2,1,0.07916666666666666,-1
023022,1983,day,2.59,0.99,3,1,0.0825,-1
023023,1983,day,2.33,0.95,3,1,0.07916666666666666,-1
023024,1983,day,0.9,0.9,1,1,0.075,-1
023025,1983,day,1.76,0.88,2,1,0.07333333333333333,-1
023026,1983,day,1.94,0.97,2,1,0.08083333333333333,-1
023027,1983,day,1.7,0.85,2,1,0.07083333333333333,-1
023030,1983,day,0.94,0.47,2,1,0.03916666666666666,-1
023031,1983,day,1.72,0.86,2,1,0.07166666666666667,-1
023032,1983,day,1.86,0.93,2,1,0.0775,-1
023033,1983,day,1.8,0.9,2,1,0.075,-1
023034,1983,day,1.78,0.89,2,1,0.07416666666666667,-1
023035,1983,day,1.9,0.95,2,1,0.07916666666666666,-1
023036,1983,day,1.92,0.96,2,1,0.08,-1
023037,1983,day,2,1,2,1,0.08333333333333333,-1
023038,1983,day,1.96,0.98,2,1,0.08166666666666667,-1
023039,1983,day,1.98,0.99,2,1,0.0825,-1
023040,1983,day,2,1,2,1,0.08333333333333333,-1
024012,1983,day,0.87,0.87,1,1,0.0725,-1
024013,1983,day,0.97,0.97,1,1,0.08083333333333333,-1
024014,1983,day,0.96,0.96,1,1,0.08,-1
024015,1983,day,0.95,0.95,1,1,0.07916666666666666,-1
024016,1983,day,0.61,0.61,1,1,0.050833333333333335,-1
024017,1983,day,0.55,0.55,1,1,0.04583333333333334,-1
024018,1983,day,0.49,0.48,2,2,0.04083333333333333,-1
024021,1983,day,2.66,0.98,3,2,0.13999999999999999,-1
024022,1983,day,3,1,3,2,0.16666666666666666,-1
024023,1983,day,2.99,1,3,2,0.16583333333333333,-1
024024,1983,day,3.88,0.97,4,2,0.16166666666666665,-1
024025,1983,day,3.94,0.99,4,2,0.16416666666666666,-1
024026,1983,day,4.52,0.97,6,2,0.15666666666666665,-1
024027,1983,day,3.52,0.88,4,1,0.07333333333333333,-1
024028,1983,day,1.5000000000000002,0.5900000000000001,4,2,0.06250000000000001,-1
024029,1983,day,1.82,0.46,4,2,0.07583333333333334,-1
024030,1983,day,1.3800000000000001,0.5700000000000001,4,1,0.04750000000000001,-1
024031,1983,day,2.2399999999999998,0.6599999999999999,4,1,0.05499999999999999,-1
024032,1983,day,2.74,0.88,4,1,0.07333333333333333,-1
024033,1983,day,2.7,1,4,1,0.08333333333333333,-1
024034,1983,day,2,1,2,1,0.08333333333333333,-1
024035,1983,day,1.88,0.94,2,1,0.07833333333333332,-1
024036,1983,day,1.92,0.96,2,1,0.08,-1
024037,1983,day,1.68,0.84,2,1,0.06999999999999999,-1
024038,1983,day,1.72,0.86,2,1,0.07166666666666667,-1
024039,1983,day,0.8599999999999999,0.32999999999999996,4,2,0.03583333333333333,-1
024040,1983,day,2.1,0.99,4,2,0.08750000000000001,-1
025010,1983,day,0.96,0.96,1,1,0.08,-1
025011,1983,day,1,1,1,1,0.08333333333333333,-1
025012,1983,day,0.6599999999999999,0.6599999999999999,1,1,0.05499999999999999,-1
025013,1983,day,0.13,0.13,1,1,0.010833333333333334,-1
025015,1983,day,0.29000000000000004,0.29000000000000004,1,1,0.02416666666666667,-1
025016,1983,day,0.18999999999999995,0.18999999999999995,1,1,0.015833333333333328,-1
025017,1983,day,0.06000000000000005,0.06000000000000005,1,1,0.0050000000000000044,-1
025021,1983,day,0.77,0.77,1,1,0.06416666666666666,-1
025022,1983,day,1,1,1,1,0.08333333333333333,-1
025023,1983,day,2,1,2,1,0.08333333333333333,-1
025024,1983,day,2,1,2,1,0.08333333333333333,-1
025025,1983,day,2,1,2,1,0.08333333333333333,-1
025026,1983,day,1.9,0.95,2,1,0.07916666666666666,-1
025027,1983,day,0.8,0.4,2,1,0.03333333333333333,-1
025030,1983,day,1.86,0.93,2,1,0.0775,-1
025031,1983,day,1.8,0.9,2,1,0.075,-1
025032,1983,day,0.22,0.11,2,1,0.009166666666666667,-1
025039,1983,day,0.30000000000000004,0.15000000000000002,2,1,0.012500000000000002,-1
025040,1983,day,1.58,0.79,2,1,0.06583333333333334,-1
026021,1983,day,3.98,1,4,2,0.16666666666666666,-1
026022,1983,day,4,1,4,2,0.16666666666666666,-1
026023,1983,day,3.92,1,4,2,0.16666666666666666,-1
026024,1983,day,4.85,1,5,2,0.1625,-1
026025,1983,day,4.63,0.98,5,2,0.16083333333333333,-1
026026,1983,day,5.74,1,6,2,0.16,-1
026027,1983,day,5.74,1,6,2,0.15666666666666665,-1
026028,1983,day,2.94,0.99,4,2,0.1225,-1
026029,1983,day,2,1,2,1,0.08333333333333333,-1
026030,1983,day,1.94,0.97,2,1,0.08083333333333333,-1
026031,1983,day,1.98,0.99,2,1,0.0825,-1
026032,1983,day,3.1,1,4,2,0.12916666666666668,-1
026033,1983,day,2.9,0.76,4,2,0.12083333333333333,-1
026034,1983,day,2.0400000000000005,0.5900000000000001,4,2,0.08500000000000002,-1
026035,1983,day,2.14,0.77,4,2,0.08916666666666667,-1
026036,1983,day,2.5,0.99,4,2,0.10416666666666667,-1
026037,1983,day,2.2800000000000002,1,4,2,0.09500000000000001,-1
026038,1983,day,2.04,1,4,2,0.085,-1
026039,1983,day,1.62,0.81,2,1,0.0675,-1
026040,1983,day,0.7,0.35,2,1,0.029166666666666664,-1
026041,1983,day,0.06000000000000004,0.03000000000000002,2,1,0.002500000000000002,-1
026042,1983,day,0.04000000000000002,0.02000000000000001,2,1,0.0016666666666666676,-1
027020,1983,day,0.84,0.84,1,1,0.06999999999999999,-1
027021,1983,day,0.6699999999999999,0.6699999999999999,1,1,0.055833333333333325,-1
027022,1983,day,2.7199999999999998,1,3,2,0.155,-1
027023,1983,day,3.3,1,4,2,0.13749999999999998,-1
027024,1983,day,2.73,0.97,3,1,0.08083333333333333,-1
027025,1983,day,3.34,0.95,5,2,0.10666666666666665,-1
027026,1983,day,3.9,0.99,4,1,0.0825,-1
027027,1983,day,3.42,0.99,4,1,0.0825,-1
027028,1983,day,1.98,0.99,2,1,0.0825,-1
027029,1983,day,2.2199999999999998,0.6699999999999999,4,1,0.055833333333333325,-1
027030,1983,day,1.9200000000000002,0.91,4,2,0.08,-1
027031,1983,day,2.48,0.97,4,2,0.10333333333333333,-1
027032,1983,day,0.46,0.23,2,1,0.01916666666666667,-1
027033,1983,day,0.6599999999999999,0.18999999999999995,4,2,0.027499999999999997,-1
027034,1983,day,0.6399999999999999,0.31999999999999995,2,1,0.02666666666666666,-1
027035,1983,day,0.3599999999999999,0.09999999999999998,4,2,0.014999999999999994,-1
027036,1983,day,0.7200000000000002,0.31000000000000005,4,1,0.025833333333333337,-1
027037,1983,day,1.6199999999999999,0.48,4,1,0.04,-1
027038,1983,day,3.4000000000000004,0.99,6,2,0.09333333333333334,-1
027039,1983,day,3.34,0.85,6,2,0.07833333333333332,-1
027040,1983,day,4.34,1,6,2,0.13583333333333333,-1
027041,1983,day,4.46,1,6,2,0.16583333333333333,-1
